Date,0,10,100,11,12,13,15,16,18,19,20,2013,2014,2014 nick,2014 nick frost,2014 wade,2014 wade vaughn,2015,2015 april,2015 february,2015 march,2015 may,2015 nick,2015 nick frost,2015 sources,2015 sources mattermark,30,500,500 startups,acquisition,adam,advice,advises,ago,albert,albert wenger,albert wenger union,alex,altman,altman combinator,analysis,analyzes,andreessen,andreessen horowitz,angel,angel investor,angellist,angels,announces,app,approach,apps,april,around,august,average,avoid,back,bad,based,batch,behind,believes,ben,benedict,benedict evans,benedict evans andreessen,best,better,big,billion,bitcoin,blog,board,boris,boris wertz,boris wertz version,brad,brad feld,brad feld foundry,breaks,bridge,bridge ventures,brooklyn,brooklyn bridge,brooklyn bridge ventures,bubble,build,building,business,businesses,calls,capital,celebrated,ceo,ceos,challenges,change,charlie,charlie donnell,chris,class,co,com,combinator,come,come startup,community,companies,company,compares,consumer,content,could,create,creating,creating startup,creating startup would,crunchbase,crunchbase angellist,culture,curated,current,customer,customers,daily,daily mattermark,daily mattermark 2015,daily monday,daily subscribe,daily thursday,daily tuesday,daily wednesday,danielle,danielle morrill,data,david,day,deal,deals,december,decisions,describes,design,details,developers,development,different,digital,discuss,doesn,donnell,early,early stage,economy,ecosystem,email,employee,employees,encourages,end,enterprise,entrepreneur,entrepreneurs,equity,evans,evans andreessen,evans andreessen horowitz,every,everything,expands,experiences,explains,explores,facebook,featured,featured founder,features,february,feedback,feld,feld foundry,feld foundry group,financial,find,finds,first,first round,first round capital,first round review,five,flybridge,focus,focused,founder,founders,foundry,foundry group,four,fred,fred wilson,fred wilson union,free,frost,frost investors,full,fund,funding,fundraising,funds,future,get,getting,give,gives,global,go,go nextview,go nextview ventures,going,good,google,got,great,greylock,greylock partners,group,growing,growth,guides,hardware,haystack,haystack fund,help,helps,high,highlights,hiring,history,home,homebrew,hope,hope say,horowitz,hunter,hunter walk,hunter walk homebrew,hyde,hyde park,idea,ideas,identifies,impact,importance,important,increase,industry,innovation,insights,internet,interviews,investing,investment,investments,investor,investors,investors tomasz,investors tomasz tunguz,io,ipo,january,jason,jay,jeff,job,john,join,josh,journey,july,june,key,know,last,late,lead,learn,learned,learning,lee,lessons,life,like,list,lists,ll,long,look,looking,looks,lux,lux capital,made,make,makes,making,management,many,marc,marc andreessen,march,mark,mark suster,mark suster upfront,market,marketing,marketplace,mattermark,mattermark 2015,mattermark 2015 sources,mattermark come,mattermark come startup,mattermark daily,mattermark daily mattermark,mattermark daily monday,mattermark daily subscribe,mattermark daily thursday,mattermark daily tuesday,mattermark daily wednesday,mattermark recent,mattermark recent milestone,mattermark research,mattermark research crunchbase,mattermark someone,mattermark someone thanked,mattermark tell,mattermark tell us,may,media,metrics,michael,microsoft,mike,milestone,milestone team,milestone team celebrated,million,mobile,model,monday,money,month,months,morrill,much,need,network,new,news,next,nextview,nextview ventures,nick,nick frost,nick frost investors,nine,notes,number,offers,one,one ventures,online,open,operators,opportunities,opportunity,outlines,overview,park,part,partners,past,paul,people,people talking,perspective,pitch,platform,podcast,point,points,portfolio,post,posts,potential,private,pro,problem,process,product,products,provides,public,questions,raise,raising,re,read,read mattermark,read mattermark 2015,real,really,reasons,recent,recent milestone,recent milestone team,recommends,redpoint,redpoint ventures,reflects,report,research,research crunchbase,research crunchbase angellist,restaurant,restaurant creating,restaurant creating startup,reveals,revenue,review,right,rob,rob go,rob go nextview,role,round,round capital,round review,rounds,saas,sales,sam,sam altman,sam altman combinator,say,says,scott,see,seed,sees,selling,semil,semil shah,semil shah haystack,series,service,seven,shah,shah haystack,shah haystack fund,share,shares,sharing,side,silicon,silicon valley,since,six,social,software,someone,someone thanked,someone thanked restaurant,something,sources,sources mattermark,sources mattermark research,space,spark,square,square ventures,stage,start,started,startup,startup ecosystem,startup would,startup would hope,startups,state,still,story,strategies,strategy,subscribe,subscribe mattermark,subscribe mattermark daily,subscribed,success,successful,support,suster,suster upfront,suster upfront ventures,take,takes,talking,team,team celebrated,teams,tech,technology,techstars,tell,tell us,tell us team,tells,thanked,thanked restaurant,thanked restaurant creating,thing,things,think,thinking,thinks,thought,thoughts,three,thursday,time,today,tomasz,tomasz tunguz,tomasz tunguz redpoint,tools,top,trends,tuesday,tunguz,tunguz redpoint,tunguz redpoint ventures,twitter,two,uber,understand,understanding,union,union square,union square ventures,upfront,upfront ventures,us,us team,use,used,user,users,uses,using,valley,valuation,valuations,value,vaughn,vaughn investors,vc,vcs,ve,venture,venture capital,venture partners,ventures,ventures explains,version,version one,version one ventures,via,video,view,vs,wade,wade vaughn,wade vaughn investors,walk,walk homebrew,want,wants,way,ways,web,wednesday,well,wenger,wenger union,wenger union square,wertz,wertz version,wertz version one,wilson,wilson union,wilson union square,without,women,wonders,work,working,world,would,would hope,would hope say,yc,year,years
missing,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,6,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,7,1,1,0,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3
Sunday June 9 2013,0,2,0,2,2,2,2,2,3,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,5,0,3,0,3,0,0,0,1,0,9,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,2,0,1,0,0,1,0,0,1,0,1,0,2,0,0,3,14,19,0,0,3,1,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,5,0,1,1,0,1,0,0,1,0,5,1,0,1,0,1,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,3,6,3,1,1,0,1,0,2,0,0,2,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,7,0,0,0,0,1,2,0,0,0,0,0,6,0,2,7,3,0,0,0,0,0,0,2,7,4,0,3,3,1,0,1,0,0,0,3,0,2,5,2,0,0,2,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0,2,3,0,0,3,1,1,1,0,1,2,4,1,2,0,0,0,0,0,0,0,1,0,1,0,1,2,0,2,2,0,1,0,0,3,1,0,5,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,3,1,1,1,0,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,13,0,2,0,0,0,17,3,0,0,0,0,2,0,1,3,0,0,1,0,5,0,0,0,0,0,1,1,1,1,0,0,0,3,0,1,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,2,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,0,1,4,0
missing,1,2,0,2,2,2,3,2,2,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,5,0,4,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,2,0,0,0,0,1,0,0,1,0,0,2,2,0,0,3,17,14,0,0,3,1,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,5,0,1,1,0,1,0,0,1,0,5,1,0,1,0,1,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,4,6,3,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,6,0,2,8,3,0,0,0,0,0,0,0,7,5,0,2,3,1,0,1,0,0,0,2,0,3,5,2,0,0,2,0,0,0,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,3,0,0,2,1,1,1,1,1,2,6,1,2,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,2,0,1,0,0,2,2,1,3,0,0,0,4,0,0,0,1,1,0,0,0,2,0,0,3,1,1,2,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,13,0,2,0,0,0,16,3,0,0,0,0,2,0,1,3,0,0,1,1,5,0,0,0,0,0,1,1,1,1,0,0,0,4,0,1,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2,0
June 17 2013,3,4,0,1,1,1,1,1,1,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,4,1,1,0,3,7,11,0,0,1,3,2,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,1,1,2,1,0,2,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,9,0,1,0,3,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,3,0,0,0,2,1,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,3,7,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,1,1,0,8,0,0,0,3,0,0,1,0,3,1,0,1,1,0,0,0,0,3,3,1,1,0,3,1,1,0,1,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,1,0,0,0,2,0,4,8,0,1,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0
missing,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Exploring VC Portfolio Composition & Traction Metrics,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wednesday December 11th 2013,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday December 16th 2013,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
